date;retweets;text
2020-01-21;1;"What happened today in the #StockMarket ? Performance of sectors, #FAANGs ( $ AAPL $ AMZN $ GOOG $ NFLX $ FB ), top indices ( $ SPX $ NDX $ DJI ) and related components. https://www. bulldude.com/daily-stock-ma rket-summary-january-21/ … $ TSLA $ COST $ ABMD"
2020-01-21;0;"$ SPX 3320.79 (-8.83 -0.27%) $ RUT 1685.8984 (-13.7367 -0.81%) $ NDX 9166.6275 (-7.1051 -0.08%) $ DJI 29196.04 (-152.06 -0.52%) $ VIX 12.85 (+.75 +6.20%) $ RVX 15.07 (+1.38 +10.08%) $ VXN 16.22 (+1.25 +8.35%) $ VXD 13.28 (+1.38 +11.60%)"
2020-01-21;0;"Market review 2020.01.21 S&P500 $ SPX -0,27% at 3320.79$ Nasdaq $ IXIC -0.19% at 9370.81$ DowJones $ DJI -0.52% at 29196.04$ Top Gainer: IBM $ IBM +5.09% Top Looser: Cabot Oil & Gas Corp $ COG -7.73% GOLD $ GLD +0.01% 1559.04Oz Bitcoin #BTC +0.99% 8765.20$ By #Webull #BigBuck pic.twitter.com/L2SETRHnxt"
2020-01-21;0;"Panic bid into close because why not? $ DJI at levels not seen since last week. Last chance ever to get in at these levels."
2020-01-21;1;"I don't know about what you all think but that $ btc price action immediately after that dump today is screaming bullish af. Keep shorting that brick wall of support. #bitcoin #crypto #forexsignal $ dji $ spy $ gld $ usd"
2020-01-21;2;"$ BA is dragging the $ DJI down by 122 points all by itself at the moment. http://www. Schwab.com/RandyFrederick"
2020-01-21;1;"Now $ AAPL is the biggest component of the Nasdaq, the S&P and from today of the Dow Best company ever $ NDX $ SPX $ DJI"
2020-01-21;0;"Doubt $ BA will reopen today, trying to stop $ DJI and mkts from dropping more! #sec"
2020-01-21;4;"#StockMarket immediately drops in reaction to CDC confirming 1st case of #coronovirus from #China in the US in #Seattle thanks our Fox Business brain @Brady_FBN for the charts $ dji pic.twitter.com/uAXOkax6ia"
2020-01-21;4;"#DowJones $ DJI Reentrada a corto arriesgada, posición pequeña. Stop Loss igual que antes #Ondadewolfe pic.twitter.com/V1HLPcmCR0"
2020-01-21;2;"Parece que en gráfico de 1 hr en $ DJI habrá rompimiento de la nube en #ichimoku Al momento, arroja señal de venta... invalidaría si supera la nube. #TRMX pic.twitter.com/0AMCVxS3Tm"
2020-01-21;1;"Already the highest weighted member on the $ SPX and NDX, $ AAPL is about to claim the #1 spot on the $ DJI amid Boeing's ongoing struggles. This lends even more strength to tech and the FAAMG group pic.twitter.com/GBngBaCSAk"
2020-01-21;0;"Idea long $ DAX als $ DJI doppelter boden bei 29235ish."
2020-01-21;0;"el $ DJI debería ir a 29.100 puntos tranquilamente"
2020-01-21;3;"GM #ShyloBots #TheOrder Your is served 3307 Globex Support 3317 LIS #ES_F $ SPX $ SPY Important News $ NFLX Earnings Afterhours #ThanksShylo @CallMeShylo #Orderflow #Stocks $ DJI #SP500 #DAX #NDX #NQ_F pic.twitter.com/UHF5Ne2m0c"
2020-01-21;1;"Three things to know going into today... Equity futures slip on concerns of a coronavirus outbreak in China $ SPX $ NDX $ DJI $ TSLA secures land for its European factory $ NFLX announces earnings today http:// MicroSectors.com /"
2020-01-21;2;"Another big week of earnings $ NFLX $ TXN $ INTC $ AAL $ IBM $ PG $ AXP $ JNJ $ LVS #ES_F #NQ_F #YM_f $ SPX $ NDX $ DJI $ DJX https:// twitter.com/eWhispers/stat us/1218551589755064323 …"
2020-01-21;0;"Which market is best represented by this? $ SPX $ BTC $ DJI .... https:// twitter.com/Barcajim3/stat us/1219345956304556037 …"
2020-01-21;0;"$ TNA projecting $ DJI - 210 $ AAPL & $ BA dumping.. $ DAX - 64 gained some ground.. TRUMP will talk on China deal next at Cheeseland"
2020-01-21;0;"Dow Jones, Nasdaq 100, S&P 500 Outlook: Boeing, Netflix Drag On Stocks $ BA $ DIS $ AAPL $ AMZN $ MSFT $ NFLX $ NDX $ DJI https:// talkmarkets.com/content/stocks --equities/dow-jones-nasdaq-100-sp-500-outlook-boeing-netflix-drag-on-stocks?post=247932 …"
2020-01-21;0;"$ DIA http:// demo.FinGraphs.com Pot. cont. Uptrend LONGERTERM Wly-Dly-Hly combo chart $ DJI #Stocks pic.twitter.com/f9PiVk4zG2"
2020-01-21;0;"Yuan slips as spread of China virus unnerves markets $ CHN $ CAF $ FXI $ KWEB $ CQQQ $ ASHR $ YINN $ TDF $ MCHI $ EWH $ KBA $ CAF $ YANG $ GXC $ TAO $ CYB $ CHIQ $ CHIX $ UUP $ USDU $ SPY $ DIA $ DJI $ DJIA $ QQQ $ IXIC $ IWM $ IWN $ IWO https://www. cnbc.com/2020/01/21/for ex-markets-bank-of-japan-european-central-bank-in-focus.html?__source=iosappshare%7Ccom.apple.UIKit.activity.PostToTwitter …"
2020-01-21;0;"Market Talk - Tuesday, Jan. 21 $ AAXJ $ FXY $ OIL $ UUP $ INDA $ NDX $ SPX $ DJI $ DAX https:// talkmarkets.com/content/econom ics--politics/market-talk--tuesday-jan-21?post=247930 …"
