date;retweets;text
2020-04-08;0;"What’s the size of the “OUF” monster numbers in that trade. Amazing @thisisnotart369 $ SPCE $ SPY $ DJI Catch the G.O.A.T ( if you can ) at http:// Winternomics.tv https:// twitter.com/thisisnotart36 9/status/1248010682328436738 …"
2020-04-08;1;"The stock market is currently recovering from its recent lows. Now is a great time to trade this volatility on #PrimeXBT , where you can long and short the $ DJI and other indices. Don't miss out! http:// primexbt.com https:// twitter.com/charliebilello /status/1247272224928792577 …"
2020-04-08;0;"McDonald’s sales are down 40% and nearly half the stores are closed. Their stock is pumping. $ DJI such a strange depression so far."
2020-04-08;5;"I keep seeing all these idiots parrot the current market environment with the phrase: "is it 1929 or 1987?" Here's all you need to watch to know so you can stop asking dumb rhetorical questions that you were years behind in asking your audience in the first place. $ SPX $ DJI pic.twitter.com/97AC20EdtN"
2020-04-08;4;"$ DJI Grafico de 30 minutos. H-C-H invertido? Amplitud de 900 puntos? Desde los 23.400 si lo rompe al alza hasta los 24.300 y con la propina hasta los 24.500? objetivo final de onda B y coincide tb con el pullback a directriz alcista de largo perdida? No se . Muchas casualidades. pic.twitter.com/wdhZ5qiq7r"
2020-04-08;4;"$ DJI - This is where the whole show begins! #stocks #stockstowatch #StockMarketCrash2020 pic.twitter.com/J9jVWCb1zY"
2020-04-08;0;"Yes, I don't think the market realizes that the economy will be like a heavy flywheel that will take time to build speed. $ SPY is trading like it's a light switch & added debt means nothing. $ DJI #trading #investing #stocks #markets #StockMarket #SwingTrading #DayTrading https:// twitter.com/elerianm/statu s/1247951613269954561 …"
2020-04-08;1;"EU COMMISSION CALLS FOR COORDINATION FOR LOCKDOWN EXIT: WELT $ DJI $ SPX $ EWZ"
2020-04-08;0;"This is the 5 year chart of the $ DJI . Doesn’t exactly reflect the pain we’ve been through. But... as @WalterDeemer says you have to factor in the gigantic stimulus. I’ll sit out. @KoyfinCharts for great charts. pic.twitter.com/Wx9eMhoF5s"
2020-04-08;7;"#GAMEoverGLOBAL #CRASHmarket DOW JONES $ DJI HABRIA TERMINADO IMPULSO CONTRATENDENCIAL INTRAHORARIO CATALOGADO COMO ONDA 2 PARA PROFUNDIZAR UN CAMBIO RADICAL DURANTE LA JORNADA E INICIAR ONDA 3 BAJISTA PARA ESTA NUEVA SECUENCIA DE VULNERABILIDAD DE PRECIOS VIX PREPARANDO MOTORES pic.twitter.com/Vm0zj7n3Bl"
2020-04-08;0;"$ DJI possibly going to 24-25k most bullish scenario pic.twitter.com/wZXjySYDCQ"
2020-04-08;0;"Just what I wanted to see in $ dji pic.twitter.com/Apqb8odMWw"
2020-04-08;14;"#stocks hit session highs on this news Relieved that a man that wants to break up big #technology & big #Banks #Health stocks also capped this year on #BernieSanders2020 press for #MedicareForAll $ spy $ dji $ ndq https:// twitter.com/WSJ/status/124 7909033937338379 …"
2020-04-08;2;"$ SBES people selling while smart money is loading going back to 0.01 sooner than you think $ OTC $ ALPP $ GRFN $ SFOR $ SPOM $ AAPL $ MSFT $ AMZN $ FB $ GOOGL $ TSLA $ AMD $ SPY $ DJI $ NYSE $ NSDQ $ BTC $ XRP $ ETH"
2020-04-08;21;"Dow Jones Industrial | 1929 and 2020 comparison | Look at all the similarities in two. 𝗟𝗲𝗳𝘁: 1917, 1920 crash and 1929's great depression. 𝗥𝗶𝗴𝗵𝘁: 2000, 2008 crash and 2020's incoming great depression. $ DJI #DowJones #StockMarketCrash2020 #stocks pic.twitter.com/F936Qubnsv"
2020-04-08;5;"Michael Burry Suggests Nation-wide Lockdowns Detrimental to the Health of the Economy $ SPY $ DJI #michaelburry #COVID19 #economy #lockdown https:// thedeepdive.ca/michael-burry- suggests-nation-wide-lockdowns-detrimental-to-the-health-of-the-economy/ … via @TheDeepDive_ca"
2020-04-08;13;"$ SPX 500 max 2020 / hoy vs primera pata bajista $ DJI 1929 y #NASDAQ 2000 - update https:// btlplus.blogspot.com/2020/04/primer -pata-bajista-dji-1929-nasdaq.html … #EEUU #indices #DejaVu #research pic.twitter.com/rWTgNCGUQS"
2020-04-08;0;"Stocks near unchanged after yesterday's late-day sell-off from highs. $ SPX $ SPY $ RUT $ DJI $ NDX . $ VIX still firm near 45 reflecting uncertainty. Upgrades: $ TWTR $ CSX $ FOXA Downgrades: $ DIS $ W $ AZO Watch @TDANetwork for all your market coverage, Education and NO politics!"
2020-04-08;1;"“The economic destruction from COVID-19 isn't even 1% here yet. That is all yet to come.” $ DJI $ BTC https:// twitter.com/markjeffrey/st atus/1247714486166970373 …"
2020-04-08;0;"$ DJI got me like pic.twitter.com/0zXl76cFXB"
2020-04-08;0;"I would love to see the Dow at 30K by October 2020. You couldn't ask for a better opportunity to short the market. #TrumpsHouseOfCards $ DJI $ SPX https:// twitter.com/TrumpManOfStee l/status/1248022957311397889 …"
2020-04-08;0;"Hump day high: Stocks gain on Wednesday, Dow rises 780 points, S&P at 4-week high. Real estate, energy lead the way. #LasVegas -based MGM Resorts up 10 percent. https:// buff.ly/3aU4ilX @SeekingAlpha #business #StockMarket #stockmarketcrash $ O $ MGM $ LVS $ DJI $ INX pic.twitter.com/HCd7enHhw0"
2020-04-08;1;"Wicks aside, the weekly $ dji candle will find a top at $23,185. Any PA above this is a distraction. #stocks #stonks #DowJones"
2020-04-08;0;"$ SPY $ DJI - If this crap moves up at 8:30am tomorrow you know the fix is in. ;) https:// twitter.com/TMcNasty/statu s/1247929895054966785 …"
2020-04-08;0;"https:// seekingalpha.com/article/433672 0-reasons-why-markets-will-go-much-much-lower-from?utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated … $ dji $ ixic $ spy $ ym $ nq $ es"
2020-04-08;1;"So, is this market "rally" gonna puke before or after Easter? #covid19 $ spy $ spx $ vix $ es $ qqq $ dji"
2020-04-08;0;"End of day rally? Why not. Let’s go! At this rate we will be at $ DJI 30k end of May. $ SPY $ QQQ"
2020-04-08;0;"$ DJI Grafico diario actualizado. Ya ves que acaba de realizar el primer intento de hoy. Si a hora de cierre sigue con la fuerza que lleva posiblemente de el tirón al alza. Eso si, como se ponga débil y recorte puede dar tb otro fuerte latigazo a la baja desde aquí si no supera. pic.twitter.com/hyeNtkHib7"
2020-04-08;0;"Reloading $ SPY Puts sold at close yesterday. Scaling in with possibility we could see $279 before pullback. $ DJI #trading #stocks #StockMarket #SwingTrading #DayTrading https:// twitter.com/TedWooley/stat us/1247606521808158721 …"
2020-04-08;0;"Dow jumps after #Fauci says virus turnaround likely after this week $ dia $ dji $ spy $ spx $ qqq $ vxx $ viix $ hyg $ jnk $ bkln $ bnd $ lqd $ mbb $ mub https://www. cnbc.com/2020/04/07/sto ck-market-futures-open-to-close-news.html?__source=iosappshare%7Ccom.apple.UIKit.activity.PostToTwitter …"
2020-04-08;2;"#COVID19 strikes at the heart of the US economic engine--the consumer. While the stock market has been buoyed by excess liquidity, the fundamentals of the economy are getting worse every day. $ SPX $ DJI Thread"
2020-04-08;0;"Three things to know going into today... Trump administration preps plans to reopen economy that depend on more testing $ SPX $ DJI $ NDX Trump to ask Congress for an additional $250B for PPP loans US coronavirus cases surpass 400K, global cases top 1.4M https://www. MicroSectors.com /"
