date;retweets;text
2016-01-28;0;"Market Consolidations Continue $ SPX $ DJI $ COMP http:// goo.gl/tF1f5e"
2016-01-28;0;"Dow Jones Industrial Average Adds 125 Points on Russia-OPEC News: Dow Jones Industrial Average Adds 125 ... http:// bit.ly/1PIYFKu $ DJI"
2016-01-28;0;"󾓬󾓦󾓬󾓦󾓬󾓦 SPX up 0.5% Nasdaq up 0.9% DJIA up 0.8% WTI crude up 4.2% (33.68) Comex gold down 0.2% Euro 1.0943 Yen 118.82 $ SPX $ COMP $ DJI …"
2016-01-28;0;"Dow Jones Industrial Average Pinballs Lower: Dow Jones Industrial Average Pinballs Lower Schaeffers Rese... http:// bit.ly/1JJ2mO3 $ DJI"
2016-01-28;0;"@petergo99037185 Nail it, $ DAX Target ~ 9666 R U guys having FUN, don't look like it, $ DJI & $ SPX will follow $ DAX PM"
2016-01-28;0;"Gargantuan! The Next Generational Bust Is Coming $ DJI http:// goo.gl/ERnWQv"
2016-01-28;0;"the $ DJI vs. $ COMPQ chart tells me it's now time to look for long opportunities in the Dow stocks not Nasdaq pic.twitter.com/AYO78IjXDl"
2016-01-28;0;"6/10 days saw >2% range in $ INDU $ DJI reaching Aug peaks. Will today be the 7th? Steady rise in $ VXD volatility also pic.twitter.com/qMD4u3hma5"
2016-01-28;0;"The Dow is currently Down by (0.51%) 16,262.53 Jan 11 01:45pm #DOW #DJIA $ DJIA $ DJI http://www. isthedow.com"
2016-01-28;0;"#STOCKS FALL AFTER THE #FED : Here's what you #need to #know $ SPY $ DJI $ IXIC $ SPX $ QQQ $ UST $ TLT $ TLO $ AAPL $ BA http:// rede.ink/1PFzU1U"
2016-01-28;1;"#Futures $ SPX +11 $ DJI +66 $ NDX +41 #USDJPY 118.81 (+) #EURUSD 1.090 (+) Gold 1119 (+) Copper 2.06 (-) Oil-wti 32.76 (+) #US10YR 2.02%"
2016-01-28;0;"Croire à un rebond du Dow Jones: $ DJI #DOWJONESINDUSTRIALS - L'indice DOW JONES a validé en début de semaine u... http:// bit.ly/1lVMc8y"
2016-01-28;0;"Croire à un rebond du Dow Jones #DJI $ DJI - http://www. centralcharts.com/fr/indices/143 88-dow-jones-industrials-1h/ … pic.twitter.com/QAsw9ydakl"
2016-01-28;0;"$ MSFT active, relative volume: 7.53, 1H, 6:00 PM, #nasdaq $ DJI $ NDX $ SPY"
2016-01-28;0;"$ CAT sentiment rise to: 0.33, change: +0.3, sdr: 1.47, 1H, 6:00 PM, #nyse $ DJI $ SPY"
2016-01-28;0;"$ V active, relative volume: 19.76, 1H, 5:00 PM, #nyse $ DJI $ SPY"
2016-01-28;0;"Dow Jones Industrial Average Adds 125 Points on Russia-OPEC News: Dow Jones Industrial Average Adds 125 ... http:// bit.ly/1PIYFKu $ DJI"
2016-01-28;0;"Dow Jones Industrial Average Pinballs Lower: Dow Jones Industrial Average Pinballs Lower Schaeffers Rese... http:// bit.ly/1JJ2mO3 $ DJI"
2016-01-28;0;"Croire à un rebond du Dow Jones: $ DJI #DOWJONESINDUSTRIALS - L'indice DOW JONES a validé en début de semaine u... http://www. centralcharts.com/fr/indices/143 88-dow-jones-industrials-1h/ …"
