date;retweets;text
2017-10-24;4;"new $ DJI high and up over .5% when only 17 of 30 were up last time jan 2000"
2017-10-24;0;"The Dow Hasn't Done This Since 2008 $ CAT $ MMM $ JJC $ OIL $ SPX $ VIX $ DJI $ TYX $ TNX https:// goo.gl/GnxsZa"
2017-10-24;0;"Dow $ DJI Rises 200 Points With Records in Grasp After Caterpillar $ CAT , 3M $ MMM Earnings https://www. thestreet.com/story/14356672 /1/dow-best-gain-october-caterpillar-3m-earnings-beat.html … via @TheStreet"
2017-10-24;0;"Dow $ DJI http://www. tradingview.com/chart/DJI/Glqx 3awq-Dow/ … TV_TradingIdeas"
2017-10-24;0;"Dow $ DJI http://www. tradingview.com/chart/DJI/Glqx 3awq-Dow/ …"
2017-10-24;0;"El $ DJI se encuentra ya a casi medio camino de 24K!. La subida de hoy motivada por las ganancias de $ CAT (+4.5%) y $ MMM (+7%)"
2017-10-24;0;"$ dji #dowjones desde máximos del 2016... SIN MIEDO #trading #Bears pic.twitter.com/Arwt88Quju"
2017-10-24;0;"$ DJI $ SPX et al look alike , this one with Fibonaccis, #TheFibsDontLie pic.twitter.com/ogVdnqkk4N"
2017-10-24;3;"#ElliottWave $ DJI $ DIA #indices #DOW ¿llego la hora? pic.twitter.com/i1Fle0IKUh"
2017-10-24;0;"$ DJIA - update https:// btlplus.blogspot.com.ar/2017/10/dow-jo nes-industrial-update.html … #EEUU $ DJI $ DIA #indices pic.twitter.com/8inTA8vLxo"
2017-10-24;1;"Out front and pulling ahead, $ MMM 3M beats 3Q expectations, stock surges and lifts $ DJI http:// strib.mn/2z3l2YA pic.twitter.com/6Lwk2xAHjf"
2017-10-24;0;"Mittelfristiges Signal! $ DJI : Ein Trendkanal wurde bei 23417.57 Punkten nach oben durchbrochen http:// ow.ly/rfhc50eMPMO"
2017-10-24;0;"i guess trumps a dow dude $ DJI https:// twitter.com/realDonaldTrum p/status/922833943749103621 …"
2017-10-24;0;"Probably one vote less for tax reform in the US Senate's Republican razor-thin majority (52-48) $ SPX $ NDX $ DJI https:// twitter.com/SenBobCorker/s tatus/922807083526914049 …"
2017-10-24;0;"Dow Jones to open up at a new record high... $ DJI"
2017-10-24;0;"$ DJI futures gaining triple digits in pre-BELL trading. $ GM beats on EARNINGS now popping +3%. $ CAT pops +7%. #tradingstocks"
2017-10-24;0;"#Futures $ SPX +1 $ DJI +34 $ NDX +1 #USDJPY 113.66 (+) #EURUSD 1.176 (+) Oil (wti) 51.79 (-) Gold 1280 (-) Copper 3.22 (+) #US10YR 2.39% (+)"
2017-10-24;0;"#Stocks Trade Lower To Start Week $ HAS $ CSCO $ VFC $ DJI $ SPX $ OIL $ USO $ UUP https:// goo.gl/n5S36w"
2017-10-24;1;"$ SPX 2569.13 (+4.15 +0.16%) $ RUT 1500.4199 (+2.9275 +0.20%) $ NDX 6080.2184 (+12.3864 +0.20%) $ DJI 23441.76 (+167.80 +0.72%)"
2017-10-24;0;"$ DJI pic.twitter.com/0R4B40PpYG"
2017-10-24;0;"3M, Caterpillar lift Dow to record high - https:// invst.ly/5jzd5 $ DJI + 191 at 23,465 <> Stepping in front of a loaded freight train is bad"
2017-10-24;0;"$ DJI 24000 by Friday."
2017-10-24;0;"here's what is pushing the $ DJI pic.twitter.com/NQOfLsk4tA"
2017-10-24;0;"#Indices : European consolidation continues apace, with US markets outperforming yet again. $ FTSE , $ DAX $ DJI http:// bddy.me/2yObFek pic.twitter.com/jjgGlJ6Vze"
2017-10-24;0;"Stocks Trade Lower To Start Week $ HAS $ CSCO $ VFC $ DJI $ SPX $ OIL $ USO $ UUP https:// goo.gl/n5S36w"
