date;retweets;text
2020-05-03;1;"#GOLD needs correction, #Ironore already correcting, #Travel , #airlines not well, #tech , #pharma overbought so wait for pull back on #Oil stocks #OPEC cuts hit this month, economy slowly moving plus further Production cut expected from #OPEC for #OIL . 1st Target $25 #XJO #DOW pic.twitter.com/0qYIWQ0sCU"
2020-05-03;0;"#Dow futures fall nearly 300 points Sunday evening as U.S. #states attempt #coronavirus reopenings https://www. marketwatch.com/story/dow-futu res-fall-nearly-300-points-sunday-evening-as-us-states-attempt-coronavirus-reopenings-2020-05-03?reflink=mw_share_twitter …"
2020-05-03;12;"#SPX $ ES_F $ SPY $ dow #DOW $ YM $ YM_F $ IWM $ NQ $ NQ_F $ NDX $ QQQ $ RUT $ RTY $ DIA #DAX #FTSE Chart 1 shows lower confluence zone /yellow rec where drop cld extend to Risky obv'y to short at this level but for those already in Chart 2 & 3-progress from end of last week.. AIMHO pic.twitter.com/LYhOYTglPZ"
2020-05-03;1;"evet küresel zaten hoş bulmuyorduk nitekim yanıltmadı :) #dow vadeli şu an sınırda 23350 altında trade planımızı bi süre daha askıda bekleticez zaten #bist100 açılana kadar netleşir görüntü pic.twitter.com/ZGL6vBMsrY"
2020-05-03;30;"Markets have reopened lower. Tensions continue to rise between US and China, as well as the Koreas. #DOW 23394 -1.43% #SPX 2790 -1.53% #NASDAQ 8617 -1.24% #RUSSELL 1228 -2.53% #FANG 3377 -1.28% pic.twitter.com/poBk7HVwBP"
2020-05-03;1;"On a déjà commencé sur le #Dow merci pour le suivi"
2020-05-03;3;"Genel olarak piyasa açılışı güzel #Dow -1% civarı #Dolartl 7.00 #Gold hemen hemen kapattığı yerde şuan için şok etkisi yaratabilecek bir fiyatlama yok yarın güzel bir gün bizi bekliyor #doktorforex #fxdoktor #trading #forexmarket #teknikanaliz #brent #oil #future #döviz"
2020-05-03;0;"#Dow #Futures off to a rocky start... pic.twitter.com/hcrdCgMkhA"
2020-05-03;5;"1 Mayıs'ta bizim gibi pekçok ülkenin borsası tatildi ama ABD, İngiltere ve Japonya çalıştı ve sert düştüler. Tatil olduğumuz dönemde piyasalar ne kadar değer kaybetti? #Dow #Dax endekslerinin geçen haftaki performansları ve #BIST100 ün teknik analizi https:// youtu.be/PPjZyu-dmJ4"
2020-05-03;1;"Let's see if the #DOW can bounce out of its BEAR MARKET TERRITORY (23,654) next week. This is an opinion, not a BUY/SELL recommendation. $ SPY $ SPX #SP500 #DJIA $ DIA #DOW #NASDAQ pic.twitter.com/gBMQQ8vBjt"
2020-05-03;5;"Weekend indices update: #DAX 10566 +0.02% #DOW 23663 -0.15% #FTSE 5742 +0.02% #HANGSENG 23721 +0.02% #IGWeekendMarkets"
2020-05-03;1;"hemen borsalar bu hafta trade için uygun mu ona bakıyoruz genelden özele yani trade için global borsanın yatay veya yukarı yönlü olması düşüş trendi ise sert değil hafif düzeltmeler seklinde olması lazım peki sizce #dow mavi yükselen kanalda mı kırmızı düşen kanalda mı? :) pic.twitter.com/Mu7lvAJIEJ"
2020-05-03;0;"$ DJI Broke downward out of rising wedge. Looked like the top of B wave was in until price made HH, may be a potential bull trap. If we can range, 22k-24k, my EW count will be in check. Break below 22k will confirm my count & expect to see bears entering here. #dow #DowJones pic.twitter.com/K4hZ8z4sQG"
2020-05-03;1;"بسمالله وعلى بركة الله #Dow #الداوجونز هذه قرائة سوق وليست توصية السعر الحالي 23710 سيرتفع الى 24055 ثم سيعاود الهبوط الى 23085 ومن هناك 23085 سيعاود الصعود الى 24558 >> 24895 >> 25313 pic.twitter.com/kQVbEIBSsw"
2020-05-03;0;"#DAX 240 Min Chart Trendlinie v. 19.03.2020 dürfte gleich zu Beginn der kommenden Woche getestet und evtl. unterschritten werden. #Dow #SPX #NDX testen zugleich gegenwärtig Trenkanäle auf der Unterseite. Droht in Kürze eine zweite Verkaufswelle? #Crash pic.twitter.com/idoJLhVVkS"
2020-05-03;0;"JFD #Trading Wochenanalyse KW19/2020 - #DAX - #EUR / #USD - #DOW - GOLD $ Gold http:// gmtr.ly/ZBBQMNB2a"
2020-05-03;3;"#xbank Efsane geri dönüyor. Legend returns #us30 #dow #de30 #dax #usd #gbp #eur #bist #xu030 pic.twitter.com/bvUq4nQxWb"
2020-05-03;4;"Weekend markets update: #DAX 10550 -0.14% #DOW 23660 -0.17% #FTSE 5732 -0.15% #HANGSENG 23692 -0.11% #GBPUSD 12493 -0.02% #IGWeekendMarkets"
2020-05-03;0;"#dow #dax #es #spx #nq #ndx #nasda100 #us30 #sp500 Weekly break or big zone #trading pic.twitter.com/tqTG35dnC1"
2020-05-03;1;"Markets have reopened lower. Tensions continue to rise between US and China, as well as the Koreas. #DOW 23394 -1.43% #SPX 2790 -1.53% #NASDAQ 8617 -1.24% #RUSSELL 1228 -2.53% #FANG 3377 -1.28% pic.twitter.com/UxLbDIjdGi @IGSquawk"
2020-05-03;0;"Market update dow future....kya ye yha se sambhal payega....please comment... Good Morning #happymonday #dow #StockMarket #CNBCTV18Market #cnbcawaaz #iifl pic.twitter.com/PnIIuUhp3K"
2020-05-03;1;"#dow #dax #sp500 #fx O değilde bu ilave yapmaya da fırsat vermedi seyirci olmanın böylesi de var işte https:// twitter.com/cukuronline/st atus/1253827871593902087?s=20 … pic.twitter.com/ft6E7jMgfC"
2020-05-03;0;"#Dow E-mini #Futures #YM_F 240 Points (1.02%) to 23,379. Check Advanced Futures Chart with Automatic #Fibonacci Lines, Support & Resistance, Futures Money Flow Chart & Alert, Futures VWAP Chart. #futurestrading #Investment #investing #stocks #StockMarket https:// apple.co/2MDBKUP pic.twitter.com/riWiqzMZPC"
2020-05-03;1;"Weekend indices update: #DAX 10566 +0.02% #DOW 23663 -0.15% #FTSE 5742 +0.02% #HANGSENG 23721 +0.02% #IGWeekendMarkets @IGSquawk"
