date;retweets;text
2018-02-12;1;"Will be on @CNNI Newsroom Live tonight with @vausecnn at 10pm discussing #Budget #GovernmentShutdown & #Dow"
2018-02-12;0;"#Dow wow für zweiten Tag: Wars das schon mit dem #Börsen -Beben? - #WallStreet http://www. amerikareport.de/2018/02/12/dow -wow-fuer-zweiten-tag-wars-das-schon-mit-dem-boersen-beben/ …"
2018-02-12;0;"#DOW is up 800 points = just as I warned.. at the Bottom https:// twitter.com/blueskypilot4/ status/963178833229705219 …"
2018-02-12;0;"#Dow Jones Industrial Average = 24,601.27 +410.37 (+1.70%) UP 410 points = Bullish Breakout Point for the #DOW is at 25250 ..to.. Test next BO at 26650 https://www. cnbc.com/quotes/?symbol =.DJI …"
2018-02-12;20;"As #stocks continue to recover (the #Dow is up 2%) after the sudden #markets shakeout, are other segments settling into a new range? While its VERY early still, the relatively subdued moves so far today in the #VIX (1st chart) and US government #bonds (2nd chart) could suggest so pic.twitter.com/141zfYB8IW"
2018-02-12;0;"Kein Schub durch Trumps Infrastrukturplan #Dow #Euro #Dax #GBP https:// youtu.be/4KmJx6goHkM via @YouTube"
2018-02-12;0;"#Crash oder Korrektur. #WallStreet Insights mit Jens Korte: https:// zertifikate.vontobel.com/DE/blog/Artike l/crash-oder-korrektur … #USA #Dow #DowJones #NYSE #Bonds #Schulden #Finanzmärkte #Zinsen pic.twitter.com/3Rehn4o4ja"
2018-02-12;0;"Marktgeflüster (Video): Keine Panik? #Dax #Dow #Euro #Dollar #EURUSD #Forex #Gold #Öl https:// finanzmarktwelt.de/marktgeflueste r-video-keine-panik-81073/ …"
2018-02-12;12;"Knowles Report #InfrastructureWeek #DACA proposal #Dow #cyberAttack #Budget2018 #LasVegas scanners #Israel #Iran & … https://www. pscp.tv/w/bVBgBzU1MjM2 MnwxQmR4WVJhb2FidktYhxGCtYKPLIoTw-BaNHW0zNZjxAWTw_3J_txVVfqHYDc= …"
2018-02-12;0;"Investmentidee: Ausverkauf an den #Aktien -Märkten https:// zertifikate.vontobel.com/DE/blog/Artike l/ausverkauf-an-den-aktienmaerkten … #StrukturierteProdukte #Goldilocks #SP500 #Dow #HangSengIndex #DAX #Eurostoxx #USA #Fed #Börse #Trading pic.twitter.com/gEPmw5YKgq"
2018-02-12;2;"Tumultuous markets last week as the #Dow , #SP500 and #Nasdaq each closed down more than 5%. @jeffkilburg explains what investors should be looking for this week in #ThePulse . https://www. youtube.com/watch?v=rOtIoD RJWek …"
