date;retweets;text
2019-11-08;0;"US30 #Dow jones tight range today low 575 highs 742 #forex @adssgroup pic.twitter.com/Z1LBuhiSph"
2019-11-08;7;"#BreakingNews #Stocks end week at record highs #Dow UP 6 to 27,681, #Nasdaq UP 41 to 8475, #SP500 UP 6 to 3091 @KNX1070 @Radiodotcom @MottekOnMoney"
2019-11-08;1;"Live Market Update from the CMC dealing desk - US Closing Prices: #NDX 8255.886 0.44% #SPX 3093.08 0.26% #DOW 27681.24 0.02% Prices are indicative only. $ NDX $ SPX $ DOW $ ES_F $ NQ"
2019-11-08;0;"#Stocks turn mostly higher just before closing bell capping a record shattering week #Dow -10, #Nasdaq +29, #SP500 +4 Tune in @MottekOnMoney this weekend Guests include Dr. Mohamed El-Erian @elerianm On air @KNX1070 and On demand @Radiodotcom https:// knx1070.radio.com/media/podcast/ mottek-money …"
2019-11-08;0;"#DOW closed +55 Flat for weekend https:// twitter.com/mali786j/statu s/1192900194830077952 … pic.twitter.com/WGd1cO24Nr"
2019-11-08;1;"Valor roompiendo en gráfico semanal VOLUMEN DESCOMUNAL!!! SUBIDA LIBRE!!! Accede a nuestros canales de Telegram. Información http:// patreon.com/retinversor #trading #NASDAQ #NYSE #USA #WallStreet #DOW #DowJones #SP500 #Nasdaq pic.twitter.com/AmJH2QFWri"
2019-11-08;0;"Trump, China, Spieltheorie! Marktgeflüster (Video) #Dax #Dow #Euro #Dollar #EURUSD #Forex #Gold #Öl #Trump #China #USA #Handelskrieg https:// finanzmarktwelt.de/trump-china-sp ieltheorie-marktgefluester-video-147385/ …"
2019-11-08;0;"#Dax Chartanalyse: #Dow #Dax schliesst das Gap http:// dlvr.it/RHvMQH ❚FINANZNACHRICHTENde"
2019-11-08;0;"Rüdiger Born: #Dax , #Dow , S&P 500, #Euro und #Gold am Chart besprochen https:// finanzmarktwelt.de/ruediger-born- dax-dow-sp-500-euro-und-gold-am-chart-besprochen-147363/ …"
2019-11-08;3;"トランプが「関税撤廃を中国が求めているが、決定ではない」「米国は中国と関税の撤回で合意していない」等の発言により、今夜はリスクオフ！ 【NYダウ】 27,632.47 ▼0.15% -42.33 [01:02] https:// nikkei225jp.com/nasdaq/ #dow #ダウ"
2019-11-08;11;"#SPX $ SPX #ES_F #Dow $ NQ #NQ #NDX $ RUT #DAX $ DJIA #FTSE #Fang #Nasdaq $ Dow $ ES_F As per yday stating we wld get a 350-400 pt drop based on Chart1 is it finally happening? Only s/t so drop not that significiant but hey, better than rise after rise:) Chart2-yday AIMHO PLS R/T pic.twitter.com/6k0cQa1FSo"
2019-11-08;0;"Trabajamos en el Cluster Petroquimico y del Plástico en Cartagena para encontrar oportunidades que potencien la industria en la región y apalancar ideas para hacer nuestras operaciones mas sostenibles y eficientes #seektogether #Dow https:// twitter.com/jpvelezc1/stat us/1192260828181024769 …"
2019-11-08;1;"Aktuell Trump: habe Rücknahme bestehender Zölle nicht zugestimmt #Trump #Handelskrieg #China #USA #Dax #Dow #Euro #Dollar #Forex https:// finanzmarktwelt.de/aktuell-trump- habe-ruecknahme-bestehender-zoelle-nicht-zugestimmt-147354/ …"
2019-11-08;21;"Trump now backtracking (again) - says US- China trade deal *will* be signed in the US. Futures choppy: #DOW 27616 -0.21% #SPX 3079 -0.20% #NASDAQ 8199 -0.27% #RUSSELL 1590 -0.28% #FANG 2807 -0.03% pic.twitter.com/oPKgER9LHX"
2019-11-08;3;"ICYMI #Dow soared to a record high on Thu. @WGRZ"
2019-11-08;4;"Good morning Happy Friday Today’s levels (Hourly candle close) #DAX 13207 #FTSE 7415 #DOW #YM 27596 #SP #ES #SPX 3093 #NQ #NDX 8244 Markets maintain momentum direction PA (price action) always king VIX = 15.9"
2019-11-08;0;"Der #DowJones #Dow hat sich gestern weiter festigen können. Das nächste übergeordnete Anlaufziel könnten die 28.000 Punkte sein. Dafür ist es notwendig..... http://www. day-trading-live.de/de/news_245148 .html … ? pic.twitter.com/jVZQWfGDlQ"
2019-11-08;1;"#Dow #spx #Nasdaq #DAX #FTSE #cac #Nikkei #China pic.twitter.com/bXhfpsBz5v"
2019-11-08;0;"Chiusura USA: #DOW 0.01% #DAX -0.46% #EURUSD 1.1021 #Oro -0.48% #Petrolio 0.48%"
2019-11-08;1;"$ DJIA finds buyers again around 27578.97: https:// techniquant.com/reports/index- djia-daily-technical-analysis-report-for-2019-11-08/ … Sentiment: Neutral #DJIA $ DOW #DOW"
2019-11-08;1;"#indices #SPMerval 34136 -4.83% #Dow 27625 -0,18% #Nasdaq 8447 0,15% #SmallCap 1595 0,26% #SP500 3084 -0,04% #ADRs $ GGAL 12,47 -0,99% $ BMA 23,42 -0,97% $ PAM 14,07 -9,81% $ YPF 9,38 -1,26% #USTresuries #FED #US5Y 1,734 -0,29% #US10Y 1,93 0,39% #US30Y 2,416 0,68%"
2019-11-08;0;"#Dow #Dax schliesst das Gap http:// dlvr.it/RHvMQZ ❚FINANZNACHRICHTENde"
2019-11-08;0;"Chiusura #Borsa : #FtseMib 0.13% #DAX -0.46% #CAC -0.02% #DOW -0.25% #NASDAQ 0.05% #EURUSD 1.1019 #Oro 0.02% #Petrolio -0.17%"
2019-11-08;0;"Buen día #traders ! La próxima semana volveremos con Apertura de los Mercados y toda la información que necesitas a través de nuestro webinars diarios ..Saludos! http:// j.mp/2lncHtm #trading #USDJPY #SP500 #DOW #DowJones #EURUSD #GBPUSD #DayTrading #Markets #investing pic.twitter.com/DwKZP7Y3rh"
2019-11-08;1;"#RetailHiring & #RetailSales Have been Weak for Months. That's "Canary in the Mineshaft" for #ConsumerSpending in 2020. #msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #drudge #npr #nyt #pelosi #wapo @realDonaldTrump #wallstreet #fed #ecb #eu #401k #dow #g7 #china"
2019-11-08;2;"Heads-Up ... Trump has NOT agreed tariff roll back with China #DOW #USD https:// twitter.com/ricciardi_mari a/status/1192819247967281155 …"
2019-11-08;0;"Tom and Tommy O'Brien go live at 10AM EST - http:// bit.ly/Tiger-TV They will be discussing this weeks action and fundamental news! Call in and speak with us, on air, at 1-877-927-6648 #learntotrade #TFNN #SP500 #DOW #NYSE $ AAPL $ TSLA $ FB $ GOOG $ MSFT $ NFLX $ AMZN $ BABA $ BTC $ ETH pic.twitter.com/Toq60lh0FZ"
